,qid,docid,rating,bm25,passage_length,c,df,cf,idf,c_idf
8089,773418,708812,0,0.0,299,0,627728,770091,7.997644246505226,0.0
8090,734286,4129192,0,0.0,298,0,572422,701465,10.82198354193751,0.0
8091,752375,6985304,0,0.0,408,0,605828,751919,8.055016439683104,0.0
8092,865047,1518041,0,0.0,223,0,564630,712318,8.133532687850217,0.0
8093,892878,2738464,0,1.6043968200683594,235,1,685724,862792,10.213696774041189,25.920061427958846
8094,601495,5269195,0,0.0,343,0,1107574,1428382,9.529867074725113,0.0
8095,829645,6682411,0,0.0,297,0,700206,850930,12.574909292338884,0.0
8096,196090,5501732,0,0.0,622,0,303503,457987,17.462640795999334,0.0
8097,1175636,6411551,0,1.661996841430664,267,1,477841,605323,24.1609891304895,74.44888884283232
8098,995369,5104483,0,0.0,290,0,623174,816975,15.15906663360824,0.0
8099,545167,4404225,0,0.0,200,0,103454,172492,13.55547812524869,0.0
8100,543249,6431771,0,0.0,267,0,100289,168003,13.581024892979556,0.0
8101,669302,1963866,0,0.0,342,0,785264,1008217,12.468388775122257,0.0
8102,328656,3451204,0,0.0,592,0,2747332,3479329,11.626970048951858,0.0
8103,703541,2919194,0,0.0,214,0,686975,946459,7.9260276161845304,0.0
8104,1022057,4413405,0,0.0,378,0,4241680,5522899,9.677433433297809,0.0
8105,303639,8274341,0,0.0,260,0,5862190,8732459,7.526761722426337,0.0
8106,395138,5494214,0,0.0,221,0,164480,228469,15.05341916897763,0.0
8107,730922,6313054,0,0.0,446,0,674396,865440,7.86109183411788,0.0
8108,422105,1227212,0,0.0,437,0,2021892,3890095,18.341637905840415,0.0
8109,602790,5450322,0,0.0,317,0,705666,945108,7.616154243341209,0.0
8110,948828,131670,0,1.63484525680542,342,2,895267,1079483,6.6944013368171955,26.92563020029848
8111,608314,3083676,0,0.0,220,0,724235,972343,10.029683948551927,0.0
8112,110494,583478,0,0.0,308,0,329508,619466,10.081001959455122,0.0
8113,637625,4534177,0,0.0,250,0,2180855,2774178,13.138740337181629,0.0
8114,41473,6585466,0,0.0,302,0,481351,853245,15.294508674847034,0.0
8115,417538,8116568,0,0.0,335,0,203402,248816,17.83417181982903,0.0
8116,1142693,8478613,0,0.0,382,0,1154430,1408325,12.458352384199895,0.0
8117,339165,2045689,0,0.8079861402511597,536,1,3585930,5196446,12.754822265389638,37.03042980617147
8118,453318,7648920,0,0.0,298,0,119992,177989,21.037799798560066,0.0
8119,1147770,6767202,0,0.0,282,0,156218,201730,16.12129023349475,0.0
8120,704238,878015,0,0.0,314,0,543511,664673,5.452011237555095,0.0
8121,1150843,6463032,0,1.4956002235412598,280,1,895403,1082737,7.092679325898361,14.728410894966522
8122,2160,3202717,0,0.0,214,0,543265,664361,16.58117557662427,0.0
8123,1031342,8400971,0,1.5933139324188232,213,1,527049,641874,11.265333925036193,28.313910266836317
8124,33048,2096932,0,0.0,273,0,653128,1154382,13.724726886313109,0.0
8125,559088,7240235,0,2.166727066040039,300,1,825271,1026042,9.732588627033442,22.368948462516677
8126,929749,2538580,0,3.062368869781494,318,2,1009383,1261591,10.178710423644064,36.64795229372679
8127,71721,1032304,0,0.0,473,0,1775183,2501215,7.178628282524605,0.0
8128,671878,4987956,0,0.0,391,0,543348,664469,5.452330826547501,0.0
8129,577651,3570510,0,0.0,509,0,1147112,1441556,14.412446507536801,0.0
8130,266629,7784103,0,0.0,363,0,1506115,1881907,13.745574244725727,0.0
8131,719142,1169104,0,0.0,168,0,543302,664403,5.4524210335163055,0.0
8132,729794,5526422,0,0.0,501,0,1068838,1429776,9.6558041510885,0.0
8133,447086,4976407,0,0.0,276,0,782974,1330426,7.738613305640413,0.0
8134,479601,689928,0,0.0,285,0,602553,841340,21.5599285791286,0.0
8135,773346,6695905,0,0.0,297,0,543399,664534,8.178424668858174,0.0
8136,982129,6506987,0,0.0,593,0,468772,569006,12.493496224078179,0.0
8137,999640,4865941,0,0.0,346,0,341815,411890,9.838974247725993,0.0
8138,1014511,3060386,0,0.0,236,0,2395155,2934197,8.452786375763889,0.0
8139,445078,1912018,0,1.2136273384094238,268,2,1680636,2370811,13.826110414415304,27.652220828830608
8140,739470,1749234,0,2.4502944946289062,234,1,1458314,1822870,9.92042201588579,9.92042201588579
8141,30420,3031130,0,0.0,244,0,1130288,1649794,12.812507327169802,0.0
8142,26923,2596057,0,0.0,582,0,484860,765069,15.429810907081539,0.0
8143,615083,4566747,0,0.0,191,0,718145,964854,10.041287578209884,0.0
8144,69349,7209750,0,0.0,311,0,2651661,3989113,7.263334074729565,0.0
8145,896124,7136228,0,1.9721155166625977,257,2,2816915,3943623,15.48592915817797,156.73493161315955
8146,568994,7170890,0,1.6212449073791504,213,1,1373179,1757880,9.988838374786514,32.47266764889606
8147,38747,4381413,0,0.0,387,0,398677,653969,9.51981466845643,0.0
8148,441447,3618762,0,0.0,317,0,259445,336974,13.958270268232347,0.0
8149,938122,7258195,0,0.0,210,0,1685522,1999897,9.861801426529798,0.0
8150,676831,584434,0,0.0,304,0,764216,948196,10.032438136291265,0.0
8151,748399,7322297,0,0.0,291,0,1099364,1505619,7.002273334417813,0.0
8152,134413,3896658,0,0.0,304,0,225572,269516,11.077533364194165,0.0
8153,262614,2621121,0,1.469968318939209,298,1,1035289,1399971,9.171442060344958,23.981385474826773
8154,96195,2417517,0,0.0,345,0,210065,250901,13.845697400190325,0.0
8155,390910,1136820,0,0.0,297,0,250303,348610,19.451041150317877,0.0
8156,82404,891283,0,0.0,262,0,394579,731406,11.777111134407603,0.0
8157,477646,3385524,0,0.0,286,0,187708,288013,16.175667614972404,0.0
8158,869825,6865792,0,0.0,298,0,2351994,3249460,10.964154796408424,0.0
8159,602571,1258743,0,0.0,269,0,720430,966775,10.038577725258843,0.0
8160,337911,2091084,0,0.0,206,0,1934678,2629561,9.970498117404842,0.0
8161,551807,8497036,0,0.0,303,0,1100201,1427190,10.989910958155606,0.0
8162,1145126,8759250,0,0.0,358,0,1074265,1393883,10.84214178196097,0.0
8163,601512,895797,0,0.0,483,0,794706,1088172,9.923592196934024,0.0
8164,100324,5121074,0,0.0,321,0,451391,794482,12.260162168637695,0.0
8165,211710,7228007,0,0.8916542530059814,325,1,2226247,3010984,7.451515168926012,13.813920826323237
8166,617696,1100771,0,0.0,268,0,985376,1220331,12.365339776298335,0.0
8167,929903,2727173,0,0.0,239,0,543263,664349,5.45249751892883,0.0
8168,932733,3090340,0,1.3169865608215332,500,1,846492,1150139,12.240854183009782,37.922075367074335
8169,114072,4065656,0,0.0,283,0,362313,468512,10.715745366977941,0.0
8170,999009,3091283,0,0.0,202,0,615765,738397,12.550726085213796,0.0
8171,716819,3537813,0,0.0,220,0,581762,718892,8.105383297110405,0.0
8172,88290,325656,0,0.0,632,0,541506,726511,23.666644374844683,0.0
8173,319941,4521589,0,0.0,257,0,1207786,1585336,9.025118964956002,0.0
8174,807338,7377682,0,0.0,442,0,1010621,1450103,9.065060814788115,0.0
8175,9348,5533661,0,0.0,62,0,913104,1135672,19.91144869659864,0.0
8176,497337,8614867,0,0.0,204,0,282435,545321,11.977516913285946,0.0
8177,476084,5566761,0,0.0,315,0,404609,705668,23.113559921925216,0.0
8178,312587,4219639,0,0.0,326,0,1356559,1684292,12.208412137328166,0.0
8179,1148475,6199923,0,0.0,317,0,549249,673248,8.155854315665458,0.0
8180,406408,6642297,0,0.0,223,0,484073,627321,21.379861444318596,0.0
8181,761242,6531463,0,0.0,271,0,2099629,2558035,9.897395660982346,0.0
8182,294987,7389958,0,0.0,402,0,1139474,1414286,8.561437595045977,0.0
8183,880011,2833686,0,0.0,245,0,1363232,1749228,11.248050276629707,0.0
8184,943396,387499,0,0.0,238,0,1357241,1648788,7.379800288680271,0.0
8185,1164196,7490382,0,0.0,299,0,176406,239249,22.055051215509007,0.0
8186,329997,3742234,0,0.0,250,0,895798,1123840,11.641310841881708,0.0
8187,411227,8069990,0,0.0,369,0,806651,1268296,20.876400069111565,0.0
8188,119538,2364182,0,0.0,211,0,325297,433879,12.08284997534929,0.0
8189,1037451,7982477,0,0.0,298,0,481443,583610,8.567552711207558,0.0
8190,479031,6832548,0,2.0556883811950684,334,1,217114,261320,10.766690031241597,10.766690031241597
8191,1164154,2132477,0,1.4533624649047852,374,1,711709,954561,10.042839574224093,25.547497021763686
8192,670891,2271819,0,0.0,188,0,953434,1204742,11.613137824955523,0.0
8193,616610,3573871,0,0.0,311,0,1933453,2577093,10.835171678176383,0.0
8194,792833,4645499,0,1.9534010887145996,315,2,706849,863376,10.330780141919126,52.73778198140914
8195,390697,5962749,0,0.0,346,0,127051,243106,15.866605646232367,0.0
8196,797097,4070195,0,0.0,251,0,544198,666033,5.450665241697049,0.0
8197,1010089,3155643,0,0.0,279,0,1177048,1475722,17.637002520590976,0.0
8198,435570,2902904,0,0.0,221,0,534347,742155,14.116867707883213,0.0
8199,1024726,449243,0,0.0,319,0,572037,701299,13.780324325724528,0.0
8200,24474,8396527,0,0.0,314,0,260483,320050,14.94097921046787,0.0
8201,519823,8636122,0,0.0,277,0,116829,193762,17.7207354389929,0.0
8202,1039157,2272241,0,0.0,280,0,1278078,1576601,13.162621740362056,0.0
8203,779301,3009918,0,0.0,256,0,544954,666379,5.44918589220986,0.0
8204,308373,4370209,0,0.0,259,0,1936386,2414217,9.577311436516517,0.0
8205,946249,3126924,0,0.0,292,0,1431868,1873296,13.006041847849653,0.0
8206,1082164,5556179,0,0.0,310,0,572,705,26.33307713374507,0.0
8207,1143316,4830643,0,0.0,225,0,1181639,1443766,10.552288337585766,0.0
8208,400266,4074301,0,0.0,312,0,371049,468635,16.800283694788174,0.0
8209,499857,8066971,0,0.0,247,0,339635,436640,11.97993935526242,0.0
8210,48497,1865630,0,0.0,313,0,3295,4942,15.788635561978301,0.0
8211,582428,7222125,0,0.0,305,0,2158873,2888780,6.139067849716994,0.0
8212,128154,4701934,0,0.0,383,0,403842,489011,15.427923034541642,0.0
8213,522430,8262334,0,0.0,246,0,142453,220864,21.223982845856682,0.0
8214,223188,909167,0,0.0,261,0,3085016,5261695,6.627075077712811,0.0
8215,1000295,838349,0,1.6742463111877441,492,1,326751,383032,9.91895378660489,19.907241905631544
8216,168277,232143,0,0.0,700,0,377782,447630,13.201859193988621,0.0
8217,401644,7981211,0,0.0,224,0,486757,714019,18.57471765804233,0.0
8218,614080,5515977,0,0.0,251,0,718290,965627,7.596870108954533,0.0
8219,116496,4160638,0,0.0,311,0,1865253,2637128,15.738868933410732,0.0
8220,500914,3977594,0,0.0,195,0,557332,937942,24.606556200553605,0.0
8221,905191,50391,0,0.0,496,0,1388413,1792158,7.854426151042595,0.0
8222,422406,6221418,0,0.0,531,0,279951,396187,18.090532502288795,0.0
8223,162965,7493551,0,0.0,322,0,363894,448180,16.44677069337579,0.0
8224,631697,4791092,0,0.0,348,0,1342310,1719942,15.725606581094365,0.0
8225,112236,7711399,0,0.0,308,0,407806,597960,16.447970826014586,0.0
8226,884853,1635705,0,0.0,288,0,3372358,4324906,14.20552183751532,0.0
8227,541562,4926122,0,0.0,259,0,7973,13671,16.51215464519397,0.0
8228,523839,3626103,0,0.0,321,0,743416,1098335,18.759073207553836,0.0
8229,269694,7815930,0,0.0,313,0,959344,1260434,11.323368725867159,0.0
8230,233561,4952928,0,0.0,493,0,1315350,1698261,14.663570759867262,0.0
8231,440171,4396959,0,0.0,403,0,360175,449457,15.593719865503967,0.0
8232,289828,2362018,0,0.0,291,0,1455365,1795668,13.598946036449062,0.0
8233,299105,6534488,0,0.0,242,0,2800005,3492127,10.37859576453932,0.0
8234,9462,5771646,0,0.0,424,0,838969,1065692,16.413215587400263,0.0
8235,99093,6168322,0,0.0,322,0,1083060,1535668,11.266473825144015,0.0
8236,861384,2285461,0,0.0,262,0,954300,1249617,7.524468743075996,0.0
8237,275597,7805585,0,0.0,383,0,1035655,1268371,12.836679843884193,0.0
8238,1138636,7002583,0,0.0,301,0,485404,588557,8.553638366343783,0.0
8239,752337,1913791,0,0.0,328,0,608361,744363,8.05765290060135,0.0
8240,910674,6144335,0,0.0,377,0,1028218,1324179,15.135101392393079,0.0
8241,815704,4147023,0,0.0,201,0,761567,926691,7.462270961432236,0.0
8242,765844,5150839,0,0.0,534,0,955078,1466198,12.944401977960887,0.0
8243,163115,5596028,0,2.56009840965271,203,2,994351,1200522,22.014265521415155,216.47773147409686
8244,772287,623015,0,0.0,533,0,642880,825769,7.9129554255419094,0.0
8245,454930,6019921,0,1.5878782272338867,430,1,444567,602427,21.8084099318689,21.8084099318689
8246,569074,7927974,0,0.0,323,0,1357289,1738924,8.301201741767198,0.0
8247,17527,8029196,0,0.0,218,0,757762,967155,18.189611765134,0.0
8248,859085,3041626,0,0.0,319,0,662435,820048,7.96593718949103,0.0
8249,647338,8507779,0,0.0,297,0,1207065,1548736,11.447617445199011,0.0
8250,326623,8503729,0,0.0,535,0,998147,1316068,9.149124147463997,0.0
8251,390906,933961,0,0.0,266,0,235464,290085,9.434535403916538,0.0
8252,242800,3768408,0,1.6183419227600098,520,1,4329568,7005547,6.066956873875757,28.94237776736066
8253,817675,7881190,0,0.0,337,0,1349644,1666554,10.017036874440615,0.0
8254,686075,8832389,0,0.0,304,0,543258,664347,5.4525073251220455,0.0
8255,984929,4416033,0,0.0,213,0,331883,392881,9.902746530399929,0.0
8256,58032,5137212,0,0.0,517,0,213362,255055,11.492074355502018,0.0
8257,35972,198217,0,0.0,181,0,724265,1156845,11.5618315277043,0.0
8258,50406,4048649,0,0.0,222,0,135257,186950,12.601186894564195,0.0
8259,604515,371448,0,1.273531436920166,607,1,715764,960405,10.045485068380009,25.55896827716854
8260,19257,7544874,0,0.0,450,0,239830,293021,21.67521460880611,0.0
8261,850524,2320331,0,0.0,253,0,705512,884279,10.61579353757001,0.0
8262,249269,2016733,0,2.0898001194000244,738,4,1990299,2762537,13.278381453773804,236.76504828285331
8263,81005,1785920,0,0.0,153,0,3528964,6003732,3.678773106958206,0.0
8264,793636,2852368,0,0.0,309,0,549294,675412,8.156279781907523,0.0
8265,115484,7480082,0,0.0,210,0,372941,495939,11.096935415744294,0.0
8266,1050195,6774643,0,0.0,637,0,1075168,1313560,16.371532528137642,0.0
8267,1013693,4700189,0,1.234288215637207,250,1,1077964,1340140,22.065531441677315,133.61586815215657
8268,912922,141204,0,0.0,598,0,1585798,1946403,14.087781380584461,0.0
8269,178135,4156601,0,0.0,350,0,162414,254197,21.197762227077025,0.0
8270,553176,5909555,0,1.1800336837768555,298,2,2355304,3183947,8.2059021606514,43.150733417284385
8271,1058818,5251518,0,0.0,290,0,679588,844716,13.279863665241908,0.0
8272,190523,7027631,0,0.0,207,0,3856762,6511554,5.8321673170722965,0.0
8273,1046305,7884096,0,0.0,421,0,932423,1192079,9.733804106510433,0.0
8274,503762,5208018,0,0.0,535,0,33579,53571,18.78533299931596,0.0
8275,842795,5280315,0,0.0,357,0,544595,666238,8.176099644776873,0.0
8276,319310,2452638,0,0.0,304,0,2912836,3962462,13.155881884578111,0.0
8277,1164215,8609291,0,0.0,117,0,2871828,3753911,10.199637140326447,0.0
8278,99036,7055201,0,0.0,236,0,420634,705497,19.033737428819062,0.0
8279,58262,1043220,0,0.0,431,0,395450,569718,19.935154774786724,0.0
8280,596151,2083478,0,0.0,280,0,1155848,1548358,11.318025509676563,0.0
8281,10965,298157,0,0.0,308,0,721951,887396,18.754451364688784,0.0
8282,542169,858831,0,0.0,194,0,3509035,4828132,8.101882741553931,0.0
8283,330210,5601724,0,0.0,109,0,2345764,3261797,12.193845588426981,0.0
8284,204676,3355605,0,0.0,307,0,368535,498501,13.167426050881463,0.0
8285,928801,5246212,0,0.0,184,0,1659231,2222310,10.395785795021128,0.0
8286,13696,2100365,0,0.0,509,0,216690,318111,7.3706455621956195,0.0
8287,574900,3813530,0,1.2070646286010742,541,1,1355752,1767826,7.928115352348592,18.639626144663684
8288,625804,7459442,0,1.4812507629394531,298,1,1896136,2306038,11.69149414400886,44.91159182565603
8289,123052,5881415,0,0.0,98,0,245559,337945,11.554023929260355,0.0
8290,1034579,5535566,0,0.0,157,0,491776,596352,8.525835773824458,0.0
8291,1006989,2893577,0,0.0,419,0,1356338,1711898,9.215691899588363,0.0
8292,773531,8418236,0,0.0,321,0,840673,1053896,10.346761760465208,0.0
8293,63009,2340494,0,0.0,482,0,1677127,2318808,7.365968845142904,0.0
8294,817490,5826842,0,0.0,187,0,1410284,1755705,9.957150217308813,0.0
8295,655109,8507492,0,0.0,288,0,1383237,1795012,12.995759919218232,0.0
8296,1140135,8018030,0,1.0521881580352783,544,1,2436924,3101404,6.962376409174108,24.118553412895384
8297,451859,4206125,0,0.0,253,0,217551,305301,7.361262483388711,0.0
8298,1078624,8381543,0,0.0,516,0,158038,209501,22.337290839503545,0.0
8299,196980,8266961,0,0.0,468,0,391054,544369,15.596445309164698,0.0
8300,68713,3651449,0,0.0,613,0,3480151,5453509,9.613242120004038,0.0
8301,116855,7083700,0,0.0,191,0,1066059,1328637,24.227148957521113,0.0
8302,672139,736479,0,0.0,208,0,686809,946238,7.926615096785753,0.0
8303,785240,824840,0,0.0,206,0,543626,664981,5.451785814541868,0.0
8304,1037936,7363813,0,0.0,316,0,643796,814013,11.060342039694381,0.0
8305,943886,5557768,0,0.0,247,0,1366839,1662014,7.37112303547993,0.0
8306,827913,4299507,0,0.0,558,0,835658,1079580,9.841382024051294,0.0
8307,632990,8205091,0,0.0,231,0,1339109,1692099,8.86798901680368,0.0
8308,1076814,482156,0,0.0,272,0,1700320,2379257,15.80200209839476,0.0
8309,752039,1660654,0,0.0,282,0,1032955,1280313,11.260823763421968,0.0
8310,813213,2545869,0,1.664954662322998,85,1,724571,972469,10.031387932343709,25.544087633362167
8311,686793,1613597,0,0.0,239,0,728759,999550,10.584948756327329,0.0
8312,114959,5230559,0,0.0,302,0,441287,802070,19.773094697146362,0.0
8313,553576,3093072,0,0.0,231,0,2175237,2985139,10.029588085017242,0.0
8314,440445,5092846,0,0.0,390,0,34536,59050,18.155154656690698,0.0
8315,237432,7611573,0,0.0,269,0,2762794,3632891,9.111371580617378,0.0
8316,775119,6823818,0,0.0,268,0,761210,970329,7.813426877985404,0.0
8317,28620,7305972,0,0.0,279,0,1306122,1684527,8.616315041543052,0.0
8318,820828,5550734,0,0.0,539,0,784359,1048967,12.469653845113843,0.0
8319,528702,833466,0,0.0,237,0,461483,618267,8.844827852874179,0.0
8320,972897,2689147,0,0.0,316,0,1056757,1286252,15.785287499457802,0.0
8321,946902,4750170,0,0.0,271,0,1100540,1310811,8.110404582445433,0.0
8322,426331,2680117,0,0.0,751,0,73717,132337,25.43962061900009,0.0
8323,123646,673577,0,0.0,303,0,298912,394219,11.237862838018966,0.0
8324,568426,2164605,0,1.563769817352295,242,1,2515194,3154637,12.458274946868837,66.90211728981106
8325,794062,1238668,0,0.0,446,0,1140201,1419757,11.856838796981624,0.0
8326,923503,6273081,0,0.0,269,0,2646433,3663891,9.911432535422575,0.0
8327,550820,8191459,0,0.0,177,0,1407400,1857217,13.767463776989503,0.0
8328,764271,5669693,0,0.0,604,0,623465,760405,8.025221327712167,0.0
8329,991828,7346013,0,0.0,307,0,440955,515519,9.599541263236244,0.0
8330,207640,6143467,0,0.0,298,0,2572428,3428183,9.651296417984225,0.0
8331,296187,5502184,0,1.2042293548583984,660,1,1139834,1415024,8.684160828416264,22.900368713607094
8332,1168938,207854,0,1.9725587368011475,288,1,780822,1020674,10.823819912118442,19.313194592154222
8333,564390,7925424,0,0.0,308,0,1851563,2593965,11.26943874273369,0.0
8334,898094,3586753,0,0.0,256,0,1205164,1630817,8.424244590979262,0.0
8335,294721,6248087,0,0.0,251,0,1101030,1353970,10.633938524151773,0.0
8336,911342,6896017,0,0.0,452,0,1268180,1591447,12.587289489455614,0.0
8337,307117,8447578,0,0.0,263,0,1965281,2422760,10.87466287363063,0.0
8338,579545,7929528,0,0.0,205,0,1471793,1914500,10.019036912436112,0.0
8339,1008813,4403234,0,0.0,650,0,1099192,1358024,5.981773290204397,0.0
8340,1031175,8130985,0,0.0,263,0,479783,581590,8.575208213846977,0.0
8341,220984,2877821,0,0.0,237,0,3543725,5998581,7.382836135952431,0.0
8342,827997,6931033,0,1.710155963897705,517,1,871743,1084272,9.80439331301713,17.395831983186426
8343,754533,974748,0,0.0,234,0,543467,664631,5.452097498149708,0.0
8344,372941,4160750,0,0.0,296,0,859987,1069315,9.850148855290445,0.0
8345,508425,7799387,0,0.0,343,0,238762,378582,11.313952694304911,0.0
8346,797617,1770001,0,0.0,278,0,616761,755556,10.680346146974497,0.0
8347,374047,5305505,0,0.0,261,0,721079,954665,12.878619814504763,0.0
8348,563841,4407092,0,0.9158916473388672,301,1,2106411,2881253,9.33917332397121,9.33917332397121
8349,198823,3501345,0,0.0,285,0,1903492,2409945,10.688569009285867,0.0
8350,507363,3554190,0,0.0,297,0,198278,302491,15.223492264482621,0.0
8351,287812,1382400,0,0.0,300,0,1134663,1418345,10.634652033135362,0.0
8352,462219,2754595,0,0.0,294,0,814992,1382433,7.688615446327056,0.0
8353,127723,2681505,0,0.0,121,0,105289,124463,8.844083580227746,0.0
8354,554663,5577476,0,0.0,485,0,544345,665537,8.175926251631525,0.0
8355,248317,5044825,0,0.0,211,0,5293830,8197952,6.029532313724385,0.0
8356,621046,8515283,0,0.0,251,0,5272799,8108622,7.421847692247214,0.0
8357,1154622,8668593,0,0.0,252,0,544573,666216,5.449931197540374,0.0
8358,755389,320520,0,0.0,216,0,812565,1044941,7.312849203999301,0.0
8359,1172279,8034238,0,0.0,138,0,350421,443379,13.79325562676317,0.0
8360,176314,3697372,0,0.0,250,0,1596808,2199807,15.36724338880417,0.0
8361,440755,6863166,0,0.0,311,0,494634,729971,6.364513315393159,0.0
8362,282937,3283719,0,0.0,144,0,3572861,4767154,8.817649430928542,0.0
8363,931101,6273989,0,0.0,543,0,673775,877039,7.892285603841656,0.0
8364,480118,5924584,0,0.0,498,0,5205731,6887579,9.987612667053016,0.0
8365,261480,8548688,0,0.0,286,0,856764,1085648,9.430846909981168,0.0
8366,198956,1310700,0,1.1190781593322754,445,1,1485188,1777547,13.193070041846184,55.93002385937303
8367,167628,7500860,0,0.0,253,0,317053,397866,13.712211249813947,0.0
8368,1076740,3913693,0,0.0,314,0,3887706,6478541,9.643904576357356,0.0
8369,956851,2215704,0,0.0,168,0,1061651,1281028,8.508625308196683,0.0
8370,276439,1102784,0,0.0,561,0,2762921,3568588,14.252978720723107,0.0
8371,582155,5006661,0,0.0,318,0,2222086,2982676,7.168746439815493,0.0
8372,767054,3677641,0,0.0,302,0,543357,664549,5.452313178192732,0.0
8373,207337,8731499,0,0.0,227,0,949012,1239788,7.489943924802328,0.0
8374,1143803,3655861,0,0.0,304,0,935770,1433181,7.586409296259777,0.0
8375,84085,5741323,0,0.0,319,0,239601,306641,18.345946770446584,0.0
8376,1041554,4131924,0,0.0,646,0,515440,627271,11.253612130371632,0.0
8377,301129,3788962,0,1.4422922134399414,302,1,2092747,2786890,11.09053836026463,50.75008701497265
8378,569398,368182,0,1.8191585540771484,335,1,1405884,1850043,12.739988193730259,40.610144651868964
8379,908095,5825349,0,2.994338035583496,594,3,3283172,5111634,9.544064584878464,72.61410836319935
8380,837388,7195728,0,0.0,353,0,569932,702331,8.07853377971593,0.0
8381,268778,4555873,0,0.0,165,0,989903,1263718,13.549722990658726,0.0
8382,246062,577285,0,0.0,313,0,1611369,2016813,11.540358496778882,0.0
8383,785616,8496537,0,0.0,269,0,783359,989762,12.220740540906654,0.0
8384,834073,5289025,0,0.0,216,0,3266612,4314169,7.88967001961609,0.0
8385,706514,6499503,0,0.0,298,0,686734,946123,7.926880574264391,0.0
8386,965003,4158493,0,0.0,321,0,1205970,1580204,14.16705872915615,0.0
8387,1154272,3953690,0,1.6374504566192627,633,2,935199,1229015,13.409045522702934,49.366789379083066
8388,707010,7037256,0,0.0,233,0,961965,1464980,10.231370531040636,0.0
8389,672268,4725445,0,1.0062816143035889,252,1,2915586,3742418,8.95081592609881,31.500789799499834
8390,573582,5132805,0,0.0,310,0,751831,957046,9.977441402252458,0.0
8391,640024,2284198,0,0.0,629,0,1308510,1771004,14.086003768146943,0.0
8392,169809,5856570,0,0.0,295,0,377528,447222,13.204267725451931,0.0
8393,1161935,2595216,0,0.0,197,0,1196016,1529683,9.181320565762862,0.0
8394,945435,4439073,0,0.0,608,0,3594981,5806488,6.1105512255092655,0.0
8395,314683,2443920,0,0.0,197,0,1415100,1939915,11.933323869823601,0.0
8396,513424,818611,0,0.0,481,0,221020,270042,18.232868327437057,0.0
8397,790409,1887143,0,0.0,258,0,596151,725846,8.065067527547999,0.0
8398,914361,7784611,0,0.0,294,0,1012557,1316268,8.933466503670166,0.0
8399,292749,3820580,0,0.0,258,0,2304140,2978364,8.810777335909398,0.0
8400,92249,8514069,0,0.0,269,0,261069,338792,15.72132997882995,0.0
8401,616664,8813821,0,0.0,160,0,3231950,4421514,9.659539826749945,0.0
8402,280393,1434155,0,0.0,288,0,1213423,1508754,12.308060743533233,0.0
8403,442597,6796968,0,0.0,231,0,323803,412553,20.34760795078013,0.0
8404,734866,5682518,0,0.0,169,0,2323126,3185068,8.847260245114704,0.0
8405,305305,1923092,0,0.0,321,0,1972185,2439556,11.307192559671865,0.0
8406,41468,1681786,0,0.0,260,0,518959,776991,9.40371510965291,0.0
8407,1024703,8470894,0,0.0,404,0,1762846,2333912,22.47171158060334,0.0
8408,675478,1354763,0,0.0,269,0,814844,995608,10.235681993138819,0.0
8409,89068,5931812,0,0.0,585,0,167051,287928,29.67891259488159,0.0
8410,161417,3574029,0,1.2081589698791504,512,4,2866237,4950698,7.272524231806176,112.20235572275276
8411,918087,5897980,0,0.0,417,0,552695,675870,10.877452208709567,0.0
8412,455939,8279485,0,0.0,324,0,435046,639580,12.146796184526632,0.0
8413,352198,3298907,0,2.118699312210083,601,4,1193717,1608246,19.889444761758437,425.5568531607915
8414,1026415,400594,0,0.0,539,0,730558,893081,13.277040756086555,0.0
8415,671694,5265143,0,0.0,338,0,801335,982386,7.748457595380051,0.0
8416,171698,5539017,0,0.0,449,0,3155628,4136161,13.278681355488649,0.0
8417,872940,7229549,0,0.0,267,0,1046238,1320066,13.898180430093754,0.0
8418,761054,2648574,0,0.0,305,0,2419408,3013374,10.761633585249575,0.0
8419,914001,4001383,0,0.0,675,0,1000865,1290324,9.013479106980768,0.0
8420,43434,4881326,0,0.0,430,0,417827,769676,12.334040144434844,0.0
8421,1164158,4185962,0,0.0,560,0,718207,962300,10.041789381774137,0.0
8422,10431,7526519,0,0.0,241,0,1429132,1790274,13.126193499481962,0.0
8423,1000367,8792531,0,0.0,162,0,602495,722608,11.227142211984585,0.0
8424,65266,6287098,0,0.0,387,0,1851280,2572058,7.257512415325493,0.0
8425,268944,3308988,0,0.0,284,0,968710,1217029,11.288781963929885,0.0
8426,218996,4135063,0,0.0,530,0,1799531,2695251,10.324629151984187,0.0
8427,127664,4736188,0,0.0,503,0,117396,139054,8.733853434103814,0.0
8428,31171,6956771,0,0.0,234,0,416211,767255,9.63630644099918,0.0
8429,281039,22553,0,0.0,245,0,3546334,4632683,8.787834794785448,0.0
8430,626609,4757676,0,1.2055039405822754,343,3,5370826,8275356,5.828893405229074,70.14302641805173
8431,1172755,7533290,0,0.0,358,0,178269,271596,15.528300964079621,0.0
8432,998545,4964319,0,0.0,353,0,319138,371469,9.944096311157972,0.0
8433,711995,65285,0,0.0,281,0,555047,681647,8.155854270116011,0.0
8434,57948,6805313,0,0.0,274,0,426966,555195,20.16776569184115,0.0
8435,1184553,6299990,0,0.0,580,0,1551467,2297893,15.864538239560812,0.0
8436,257751,6562199,0,0.0,168,0,1632472,2068222,14.525477543699793,0.0
